"","Name","State","District","tehsil","village","shape_length","shape_area","longtitude","latitude","electricity","treated_water","electronics","phone","transport"
"198","Bangi Dipa Singh (41)",3,46,246,35845,0.106505849926,0.000556889428552,74.9320081986247,30.0271171678096,99,16.9,32,80.1,37.5
"199","Bangi Rughu (40)",3,46,246,35846,0.128571649281,0.000539617748564,74.9070122337502,30.0236524979991,95.7,80.1,34.4666666666667,85.1,49.5
"200","Sukhladhi (39)",3,46,246,35847,0.119326149851,0.000753396415965,74.9063574321999,30.0009048167719,89.9,6.1,35.6666666666667,84.2,51.5
"201","Bagha (119)",3,46,246,35848,0.187365835999,0.00115776692793,74.93283827733,29.979872530631,93.2,73.6,30.5666666666667,76.1,34.8
"202","Tarkhanwala (118)",3,46,246,35849,0.165226949046,0.00114531729499,74.9098328349575,29.9628376799446,95.6,82.2,28.2333333333333,78.1,42.9
"205","Phulo Khari (124)",3,46,246,35852,0.145725935691,0.00114144695645,74.9931382676413,29.9259666625801,97,40.1,23.9666666666667,73,42.1
"206","Giana (126)",3,46,246,35853,0.163344211877,0.00172173197275,75.0057964922387,29.8871045986692,95.8,58.3,29.6,62.4,39.3
"207","Gatwali (127)",3,46,246,35854,0.121819764263,0.000653610312624,75.0413517931244,29.8952902373763,93.3,66.5,28.8,78.9,38.6
"208","Jogewala (128)",3,46,246,35855,0.0830010546164,0.000395143341663,75.0642667148191,29.8879736849366,92.2,25.1,26.8333333333333,70.9,39.4
"210","Malkana (125)",3,46,246,35857,0.246634449499,0.00229965092793,75.0329266248398,29.9330000111168,90.2,18.4,29.5,80.6,44.3
"211","Jajjal (35)",3,46,246,35858,0.145475454478,0.000779442735315,75.0216241187459,29.9634040962836,98.6,68.1,31.5,86.7,55.6
"212","Kamalu (120)",3,46,246,35859,0.14275416144,0.000905106046771,74.9855008055001,29.9756575783832,99.5,70.9,30.3666666666667,82.2,55.8
"213","Bangi Nihal Singh (38)",3,46,246,35860,0.171014086801,0.00139708582375,74.9517471510002,30.0061680678053,95.4,26,28.5,76.6,34.2
"214","Leleana (36)",3,46,246,35862,0.154422968981,0.00109059477229,75.0230373293784,29.9938955949194,98.3,22,30.0333333333333,82.1,50
"215","Mahi Nangal (45)",3,46,246,35863,0.165270814326,0.0010078918103,75.0189659162717,30.0218313949695,94.4,52,29.7,72.1,37.2
"216","Jeon Singhwala (55)",3,46,246,35864,0.155331795947,0.0013712144026,75.0354394873525,30.0547780988074,96.7,34.2,31.3333333333333,57.4,29.5
"217","Chathewala (54)",3,46,246,35865,0.157369563355,0.00105404648207,75.0615012890001,30.0729017151659,95.5,22.3,34.2333333333333,88.2,37.3
"219","Ramgarh Bhundar (51)",3,46,246,35867,0.11367522209,0.000551225200239,75.1059407374974,30.0816161174267,99.2,40.4,29.4,82.4,44.7
"220","Bhai Bakhtour (24)",3,46,246,35868,0.156152411768,0.000768478300152,75.1367131019431,30.0890288553271,98,68.4,32.0666666666667,73.6,31.6
"221","Ghaso Khana (22)",3,46,246,35869,0.0839335181496,0.00029078026234,75.1274428305379,30.1081720461424,98.4,92,32.2666666666667,92,68
"222","Manak Khana (20)",3,46,246,35870,0.0745766915593,0.000204733515395,75.1340361940403,30.1339748758471,95.1,68.6,28.1,92.2,52.9
"223","Kishangarh Urf Chinarthal (19)",3,46,246,35872,0.206255809197,0.00079940768984,75.1462817493592,30.1199683210259,95.6,56.2,27.2,74.3,31.6
"224","Gehri Bara Singh (18)",3,46,246,35873,0.119684523978,0.000643981782829,75.1676628051645,30.121418871014,89.5,25.7,29.1333333333333,76.9,55.4
"225","Maisar Khana (17)",3,46,246,35874,0.221355070012,0.00185044690648,75.1812796133234,30.1021748460691,97.5,67.8,29.4333333333333,79.8,43.3
"226","Jatri (25)",3,46,246,35875,0.0845348518896,0.000356002743418,75.1754850919625,30.0732241417855,98.7,33,27.6333333333333,66.5,38.3
"228","Ramnagar Urf Kasaiwara (16)",3,46,246,35877,0.17588353164,0.00167525193644,75.2252778469585,30.103287036123,97.4,41.1,31.9,73.1,40.9
"229","Kutiwal Kalan (66)",3,46,246,35878,0.131737118754,0.000736500215799,75.2463890850001,30.1230513859297,97.6,72.6,30.8,78.1,39.6
"230","Thamangarh (65)",3,46,246,35879,0.0973872627238,0.000482507183256,75.2444698498387,30.1446560027799,93.5,73.4,25.1,75.8,33.5
"231","Kutiwal Khurd (67)",3,46,246,35880,0.10882719915,0.00050453630275,75.2691142176436,30.1165074295096,97.3,61.9,27.7333333333333,78.1,44.1
"232","Ghuman Khurd (69)",3,46,246,35881,0.122567069345,0.000521373599358,75.266930767087,30.0996774796571,95.8,50.6,45.6666666666667,82.8,55.4
"233","Ramgarh Ghuman (68)",3,46,246,35882,0.195586235726,0.00146477291483,75.283857843582,30.0829921294089,94.6,47.3,31.6666666666667,65.4,39.9
"234","Sukha Singhwala (70)",3,46,246,35883,0.0647938222844,0.000184289202587,75.3148046760002,30.0710303773727,97.3,60.1,29.3666666666667,86,53.3
"235","Kotli Khurd (86)",3,46,246,35884,0.196259567688,0.00116621888533,75.2676558504549,29.9980092399381,98.9,44,25.0666666666667,74.1,25.9
"236","Kamalu (87)",3,46,246,35885,0.0961439140272,0.000515729638849,75.2224924794857,29.9801247912888,95,11.1,28.1,82,32.2
"237","Swaich (88)",3,46,246,35886,0.12216813184,0.000512446667385,75.24433846925,29.9787910169166,96.7,5.4,33.6333333333333,88,45.7
"238","Rajgarh Kuba (11)",3,46,246,35887,0.156530572179,0.00125585504604,75.2383012373936,30.0163643203604,95.9,63.1,29.2,69.2,43.8
"239","Sandoha (12)",3,46,246,35888,0.166467767189,0.00157784192475,75.2047424683759,30.0048766372967,97.6,40.9,29.5666666666667,84.1,42.6
"240","Burj  (14)",3,46,246,35889,0.13843159026,0.000681290991276,75.1791196300002,30.0178976945504,98.5,5.5,27.9333333333333,65.3,43.5
"241","Mansa Kalan (13)",3,46,246,35890,0.165445324809,0.000843017478521,75.1662339690001,30.0326207390765,97.3,19.2,40.8666666666667,77.1,42.2
"242","Mari (26)",3,46,246,35891,0.0666662761399,0.000234818822575,75.1841074039351,30.0504299119756,98.5,42.1,34.7,86.2,51.3
"243","Jodhpur Pakhar (27)",3,46,246,35892,0.259349226224,0.00183789511813,75.147305191529,30.0560916822791,98,50.5,31.0666666666667,83.6,41.8
"244","Burj Sema (50)",3,46,246,35893,0.11760933506,0.000537282586561,75.1166116070627,30.0628474288153,98,6.9,27,71,31.3
"246","Bangher Charat Singh (48)",3,46,246,35895,0.0944683522381,0.000431913441956,75.089484905045,30.053574066927,98,11,31.8666666666667,85.8,44.1
"247","Natt (47)",3,46,246,35896,0.104051510462,0.000459064138278,75.1055701360141,30.0340849817008,98.7,54.9,28.0666666666667,76.6,51
"248","Bhagibandar (46)",3,46,246,35897,0.23397008029,0.00235690120194,75.0646294069079,30.0294005342761,97.5,38.6,31.7333333333333,81.4,36.5
"249","Lelewala (28)",3,46,246,35898,0.194987874439,0.00118684963341,75.1294273308766,30.0224139297204,98.3,32.7,28.2666666666667,76.2,35.7
"250","Shekhpura (29)",3,46,246,35899,0.200718184236,0.00185765286425,75.1556215872811,29.9981598423694,99.3,35.8,37.1,74.4,35.5
"251","Gadhianwala Urf Bhagwanpura (30)",3,46,246,35900,0.0958538392567,0.000500531176695,75.1763129229941,29.9756831407674,98.1,30.8,29.4666666666667,84.7,48.7
"252","Ram Tirath Jaga (32)",3,46,246,35901,0.238163228644,0.00280966858624,75.1475682607687,29.9503654630441,94.8,37.8,29.8333333333333,71.6,38.2
"253","Fatehgarh Nouabad (33)",3,46,246,35902,0.115608418172,0.000531303957972,75.1209595884351,29.9705713894029,98,30.4,31.8,86.2,40.1
"254","Gurusar Joga (132)",3,46,246,35903,0.102496678303,0.000506969304464,75.1007712104097,29.9546755445573,96.9,9.2,32.7666666666667,81.8,51.4
"255","Sangat Khurd (131)",3,46,246,35904,0.0891825813421,0.000366279540825,75.080191961438,29.9441152172274,96,18.1,35.4666666666667,82.2,41.3
"256","Teona Pujarian (130)",3,46,246,35905,0.158717445051,0.00108308954716,75.0731794578242,29.9230905441377,97.8,36.1,32.2666666666667,85.6,51.8
"257","Behman Jassa Singh (133)",3,46,246,35906,0.136130416296,0.00109085840414,75.1094473713551,29.9236436386829,95.8,29.4,25.3,65.7,36.9
"258","Behman Koer Singh (134)",3,46,246,35907,0.153897048695,0.00107600684409,75.1285097683077,29.9003276263765,96.8,2,29.1333333333333,79.1,33.2
"259","Singo (138)",3,46,246,35908,0.15408614919,0.0013353650265,75.1650110864185,29.9093677297271,97,18.9,31.0333333333333,81.3,39.1
"260","Lehri (139)",3,46,246,35909,0.134372410435,0.0010878966956,75.162972793578,29.8810289307123,99.5,24,30.6333333333333,82.3,32.1
"262","Mirziana (136)",3,46,246,35911,0.114727453703,0.000600389003713,75.130262838426,29.8640057264619,98.9,60.8,39.6,85.7,57.3
"263","Gehlewala (135)",3,46,246,35912,0.0916047150122,0.000522958247054,75.1057815177172,29.8552592727975,96.2,10.5,28.2666666666667,85.6,48.1
"264","Kaureana (143)",3,46,246,35913,0.117988272677,0.00072892953119,75.1293406099326,29.8433194510136,96.3,66.4,32,86.8,51.4
"265","Raya (144)",3,46,246,35914,0.0912753059925,0.000602020941534,75.1145220662715,29.8156876643564,100,78.9,25.2333333333333,80.7,37.8
"266","Kalalwala (145)",3,46,246,35915,0.130350404233,0.000821137001359,75.1419998642342,29.8148582382741,93.5,1.6,27.2333333333333,73.6,43.2
"267","Fatah Balu (146)",3,46,246,35916,0.0834580809752,0.00045138245325,75.1529463003347,29.788303371967,94.8,4.4,27.4,86.7,40
"268","Golewala (142)",3,46,246,35917,0.115900739266,0.000474356649811,75.1554013674681,29.8270080554827,95.8,17.4,31.5333333333333,70.1,59.3
"269","Natheha (141)",3,46,246,35918,0.127630906406,0.0010422679369,75.1701716372366,29.847250117012,96.2,1,27,65.6,41.1
"270","Nangla (149)",3,46,246,35919,0.139235422587,0.00116150047562,75.1977869480643,29.8710078957699,98.5,6.9,26.6,76.7,33.8
"271","Raman (M Cl)",3,46,246,800229,0.225547335315,0.00175841784853,74.9665245068467,29.9521747043181,99.1071428571429,82.4642857142857,42.1309523809524,90.7714285714286,56.95
"272","Talwandi Sabo (NP)",3,46,246,800230,0.35651547691,0.00420827663941,75.0784170983674,29.9849396885915,98.9285714285714,63.0571428571428,39.5333333333334,81.0857142857143,56.8214285714286
"273","Maur (M Cl)",3,46,246,800231,0.00143432392467,1.54363890158e-11,75.2491497383334,30.0366055816668,98.2375,66.3,34.5729166666667,84.6375,49.025
"285","Jalahar (414)",3,35,200,27391,0.0541166319582,0.000163476787613,75.826113202183,32.3981369316207,96.3,99.1,29,79.7,43.6
"288","Chamrour (402)",3,35,200,27394,0.0678302371664,0.000131575711683,75.7826572057501,32.4262714183358,96.2,76.9,26.9333333333333,88.4,38.5
"290","Tureti (397)",3,35,200,27400,0.129090960478,0.000411121967897,75.686476692,32.3745820353257,97.5,91.2,36.0666666666667,84.6,59.7
"291","Kot (CT)",3,35,200,27401,0.0926867374621,0.000386975773753,75.7279144209752,32.4001425194816,92.1,59.5,29.4,76.7,45.9
"295","Kamwal (363)",3,35,201,27405,0.056597932793,0.000132277274311,75.636510743123,32.3703284130833,96.4,14.2,33.3666666666667,71.4,60.8
"297","Sadhauri (361)",3,35,201,27407,0.07441946084,0.000184135762689,75.619870756418,32.3698295815198,97.1,100,40.9666666666667,88.6,85.7
"299","Madhopur Chhauni (359)",3,35,201,27409,0.0704390504825,0.000151054733195,75.6036909840964,32.3666992690684,99.4,99.7,37.2333333333333,87.4,59.8
"300","Ranipur (356)",3,35,201,27411,0.180567549417,0.000521206713205,75.6431048625001,32.3480091206529,95.1,78.4,31.7333333333333,70,50
"301","Mutfaroa (355)",3,35,201,27412,0.108270356072,0.00017880076866,75.6188005765016,32.3364426082329,97.8,99.7,31.8666666666667,86.6,53.9
"302","Jhanjeli (354)",3,35,201,27413,0.0429445096504,8.8406509217e-05,75.6245310220821,32.3228851246315,98.2,95.9,32.1666666666667,72,52
"303","Dadwan (370)",3,35,201,27414,0.0680048486089,0.000191000931362,75.6709636844799,32.3416175806434,99.1,96.5,33.9,78.3,54
"307","Kother (375)",3,35,201,27419,0.074629917307,0.000214561619239,75.6866906664483,32.3089806677582,90,46.8,32.2333333333333,76.9,43
"308","Karoli (374)",3,35,201,27420,0.0995492152841,0.000365898381957,75.7087380701895,32.3141310548085,96.6,81.7,33.5333333333333,77.8,49.5
"309","Turehti (393)",3,35,201,27422,0.0930054370852,0.000391027041737,75.7671323326001,32.3123374543677,92.4,98.6,30.5333333333333,69.9,37.7
"310","Haryal   (392)",3,35,201,27423,0.0634555218569,0.000236659678361,75.7681401640747,32.2960027402137,99.2,70.7,41.9,93.9,72
"311","Jandwal (383)",3,35,201,27425,0.128318606961,0.000707085568845,75.7439986955001,32.287144753706,97,89.1,32.4666666666667,70.4,45.4
"314","Siyonti (376)",3,35,201,27437,0.0730475132255,0.000162320457146,75.6916338633816,32.300857147725,97,4.2,38.5,71.8,38.8
"316","Phangoli (351)",3,35,201,27440,0.138633050129,0.00042403644349,75.6727954737827,32.3164845370944,98.9,96.8,35.1,89,54.4
"317","Chak Madho Singh (344)",3,35,201,27441,0.0669474635195,0.00012106067451,75.6542426009775,32.3060053675326,99.4,90.1,32.5,78.2,72.7
"319","Gosainpur (345)",3,35,201,27443,0.0510685926682,0.000101847752463,75.6437014241253,32.3029536760631,97.9,90.3,36.3,75.1,60.3
"320","Kahanpur (349)",3,35,201,27444,0.144074538118,0.000285340390563,75.6386725230001,32.3150565766318,97.2,39.1,36.3333333333333,81.8,50.6
"321","Paddian Lahri (346)",3,35,201,27445,0.0478257672261,0.000108496624865,75.6352210288264,32.3056691886982,88.5,79.6,30.5666666666667,73.2,58
"323","Gandran Lahri (348)",3,35,201,27447,0.050949008177,0.000140725496907,75.6210183269255,32.2981724363266,97.9,24.6,31.6666666666667,58.2,50.5
"324","Nihalpur (353)",3,35,201,27448,0.0334687178342,5.06078668866e-05,75.6232956508446,32.3160145654498,87.2,12.9,35.9,82.1,38.5
"325","Bhanwal (227)",3,35,201,27449,0.122257460987,0.000232639045108,75.6054135475489,32.3310170436109,98.4,26.3,28.8,65.2,40.3
"326","Bheri Bazurg (217)",3,35,201,27450,0.148002171894,0.000524440160362,75.56360551675,32.3500646224444,89.9,60.4,25.4,69.1,45.3
"327","Mirzapur (219)",3,35,201,27451,0.0437198370953,6.18560302358e-05,75.5944146490001,32.3525913308907,95.5,92.4,30.4666666666667,69.4,34.4
"331","Ferozepur Kalan (224)",3,35,201,27455,0.0859342713528,0.000235668009709,75.5729067345001,32.3277608805294,94.9,51.2,28.9333333333333,55.3,32.3
"334","Azizpur Kalan (226)",3,35,201,27458,0.148729642531,0.000401851580271,75.5935983862502,32.330352081657,99.1,30.2,28.0666666666667,70.6,30.8
"336","Islampur (237)",3,35,201,27460,0.0373361680705,5.01634968045e-05,75.5975705075614,32.2942682978937,96,8,27.4666666666667,73.9,33.7
"337","Jhakhian Lahri (236)",3,35,201,27461,0.0466652027395,9.25752569654e-05,75.6076115415001,32.2960970505089,99.6,3.6,41.6,90.3,73.7
"338","Bahadar Lahri (239)",3,35,201,27462,0.066564256936,0.000198917832575,75.6096853640718,32.285527342271,88.7,76.9,35.4,69.3,63
"340","Bharoli Kalan (243)",3,35,201,27464,0.0897309312961,0.000262299634688,75.6096818718596,32.2677923323993,98.8,99.5,34.5333333333333,81.4,41.2
"341","Asa Bano (205)",3,35,201,27466,0.0707120768738,0.000109971129892,75.5790484060001,32.2837779612498,96.1,14,31.3,76.5,35.8
"342","Itti (233)",3,35,201,27467,0.041198820406,9.2096589198e-05,75.5806166722526,32.2926579642377,95.8,9.3,30.4,59.6,28.2
"343","Sujanpur ( Rural ) (229)",3,35,201,27468,0.0822916466647,0.000104727659942,75.5824810237501,32.3017061469781,95.8,38.7,37.5666666666667,90.5,63.5
"344","Phool Piara (212)",3,35,201,27469,0.0657418767031,0.000179467092265,75.5711865536688,32.2997868432258,93.6,41.3,32.4333333333333,77.2,41.6
"346","Shahar (218)",3,35,201,27471,0.0278367504624,3.03539744542e-05,75.5596360735001,32.3250241522495,93.7,81.5,29.5666666666667,74.1,37.6
"352","Panjor (206)",3,35,201,27478,0.0631268235126,0.000148218286639,75.5625929561048,32.2899932987068,94.8,26.7,28.0333333333333,80,40.2
"353","Aima Mughlan (207)",3,35,201,27479,0.0255167881657,4.03125364276e-05,75.5530145882931,32.2858278754142,94.3,4.7,25.7666666666667,60.4,29.2
"356","Bahlolpur (241)",3,35,201,27482,0.0615619886455,0.00010005242861,75.5826766465,32.2690871645835,98.1,37.9,40.1333333333333,75.2,44.1
"359","Lado Chak (329)",3,35,201,27485,0.0882949987609,0.000239446406535,75.60724075325,32.2568413285279,94.1,7.2,30.1,69.5,35.8
"363","Tajpur (328)",3,35,201,27489,0.0854725718941,0.000184024169961,75.6182973633587,32.2412830955006,95.4,84.8,29.5,79.3,44.7
"365","Naushenra Nalbandan (319)",3,35,201,27492,0.134487904882,0.000646854411891,75.6169033232398,32.2055152031159,97.3,74.4,33.7,87.3,70.3
"366","Lahri (318)",3,35,201,27493,0.0473206842798,9.4726267352e-05,75.5980875084889,32.2042521664074,100,54.4,26.3333333333333,82.5,64.9
"367","Simbli Gujjran (313)",3,35,201,27494,0.0611874759425,0.000171555492708,75.6110689240913,32.1819659290363,94.4,29.6,26.6666666666667,88,40.8
"370","Nangal Bhor (310)",3,35,201,27497,0.0967176202301,0.0003447853738,75.6426937450941,32.1832666379958,99.7,91.1,44.5,82.7,52
"372","Phulra (306)",3,35,201,27500,0.0686426632113,0.000167455211801,75.6462105700001,32.1745704574531,95.2,7.5,34.4,83.7,44.5
"373","Chak Manhasan (303)",3,35,201,27501,0.0367424524035,5.51012628993e-05,75.6626787092651,32.1697359060456,100,0,35.8666666666667,76.2,50.5
"375","Jindri (304)",3,35,201,27503,0.0395477483796,7.90111805379e-05,75.6474440957782,32.1650348976063,95.2,4.8,29.5666666666667,59.6,43.5
"376","Ghiala (300)",3,35,201,27504,0.087095467744,0.000216193460235,75.6401687002501,32.1585031035306,99.4,43.2,35.5666666666667,75.1,46.2
"377","Chak Narainian (302)",3,35,201,27505,0.0539156516225,0.000120434930212,75.6613696825002,32.1618980295032,93.6,35.1,34.0333333333333,71.2,64.9
"380","Andoi (292)",3,35,201,27508,0.0881157305326,0.000346432173804,75.6486807647889,32.1408620247818,96.5,59.2,32.3666666666667,78.6,46.3
"381","Lahri Brahmanan (294)",3,35,201,27509,0.0621031543071,0.000142380261934,75.6294936905966,32.1513958234525,100,17.9,29.2333333333333,72.7,44.3
"383","Talwara Gujjran (311)",3,35,201,27511,0.0489794652744,9.49530438648e-05,75.6261677450779,32.1718940197822,86.7,53.1,30.6,93.8,54.1
"384","Kaunterpur (298)",3,35,201,27512,0.103773717338,0.000549717490183,75.6117081613476,32.1632053108938,95.4,71.9,35.9666666666667,75,47.3
"385","Napwal (297)",3,35,201,27513,0.0918910199231,0.000164703866169,75.5992552027502,32.1511833605663,96.2,57.7,33.9666666666667,78.8,48.1
"386","Chak Chimna (296)",3,35,201,27514,0.0997195227012,0.00016817151717,75.6084351080001,32.1474102395693,92.4,51.5,31.3,72.8,34.9
"387","Gurah Kalan (291)",3,35,201,27515,0.0976533006033,0.000442046758167,75.6322691399231,32.1341637953248,96.1,82.3,28.3666666666667,62,33.5
"388","Mirthal (288)",3,35,201,27516,0.110570916671,0.000571445627073,75.6162904364242,32.1114314508218,96,62.1,33.5333333333333,70.6,39.8
"389","Abadgarh (287)",3,35,201,27517,0.0521810865423,0.000162084012163,75.6002085488475,32.1063177940088,98.1,55,47.1666666666667,94.8,66
"390","Nalunga (289)",3,35,201,27521,0.0553013248258,0.00017643118689,75.6050461612412,32.1221121081625,97.9,85.5,34.8666666666667,91.8,50.3
"394","Gharota Kalan (278)",3,35,201,27525,0.114820691267,0.000595072307749,75.5737283617801,32.1504785303512,97.7,59.2,35.9,77.4,41.6
"395","Garhmal (279)",3,35,201,27526,0.0561245257985,0.000121493399462,75.5682852725007,32.1692973519834,95.4,32.1,27.5333333333333,74.4,41.3
"396","Nala (280)",3,35,201,27527,0.0549861576274,0.000145232015413,75.5809330245438,32.1700326516784,93.4,5.6,27.4,61.7,29.4
"397","Pawar (283)",3,35,201,27528,0.0431998149227,9.36580423888e-05,75.5935975884701,32.1709479755797,95.5,7.5,40.3,80.6,56.7
"398","Naurangpur (282)",3,35,201,27529,0.0421865369997,0.000106465104986,75.6000882034769,32.1785866355697,93.7,48.6,37.5333333333333,92.3,55
"399","Chhawla (281)",3,35,201,27530,0.0462517763065,0.00010588275273,75.5859694852487,32.1788441874584,96.8,13.8,26.2666666666667,63.8,36.2
"400","Azizpur Khurd (314)",3,35,201,27531,0.0537232222439,0.000124927107213,75.5950719857706,32.1855755151925,94.8,12.3,30.3,71.3,45.4
"401","Jhaluia (316)",3,35,201,27532,0.0594706677603,0.000158542934349,75.5877150615001,32.1933599011353,96.4,2.2,30.4666666666667,76.2,36
"402","Najo Chak (317)",3,35,201,27533,0.0655046308113,0.000191212023368,75.5990538961952,32.1960415999494,94.3,9.2,30.4,79.1,43
"403","Farida Nagar (258)",3,35,201,27534,0.081727922854,0.000259648285674,75.5748147980001,32.2006397599856,89.5,4.3,35.9,87,52.1
"404","Mirzapur (320)",3,35,201,27535,0.0556503187473,0.00014980965787,75.59595368465,32.2106854322436,96.2,83.6,33.6333333333333,78.8,48.1
